@relation 'AirQualityUCI all numeric - custer-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.Discretize-B12-M-1.0-R1-weka.filters.unsupervised.attribute.Discretize-O-B30-M-1.0-R3-last'

@attribute Date {'\'(-inf-1.916667]\'','\'(1.916667-2.833333]\'','\'(2.833333-3.75]\'','\'(3.75-4.666667]\'','\'(4.666667-5.583333]\'','\'(5.583333-6.5]\'','\'(6.5-7.416667]\'','\'(7.416667-8.333333]\'','\'(8.333333-9.25]\'','\'(9.25-10.166667]\'','\'(10.166667-11.083333]\'','\'(11.083333-inf)\''}
@attribute Time numeric
@attribute CO(GT) {'\'(-inf-0.493333]\'','\'(0.493333-0.886667]\'','\'(0.886667-1.28]\'','\'(1.28-1.673333]\'','\'(1.673333-2.066667]\'','\'(2.066667-2.46]\'','\'(2.46-2.853333]\'','\'(2.853333-3.246667]\'','\'(3.246667-3.64]\'','\'(3.64-4.033333]\'','\'(4.033333-4.426667]\'','\'(4.426667-4.82]\'','\'(4.82-inf)\''}
@attribute PT08S1(CO) {'\'(-inf-693.433333]\'','\'(693.433333-739.866667]\'','\'(739.866667-786.3]\'','\'(786.3-832.733333]\'','\'(832.733333-879.166667]\'','\'(879.166667-925.6]\'','\'(925.6-972.033333]\'','\'(972.033333-1018.466667]\'','\'(1018.466667-1064.9]\'','\'(1064.9-1111.333333]\'','\'(1111.333333-1157.766667]\'','\'(1157.766667-1204.2]\'','\'(1204.2-1250.633333]\'','\'(1250.633333-1297.066667]\'','\'(1297.066667-1343.5]\'','\'(1343.5-1389.933333]\'','\'(1389.933333-1436.366667]\'','\'(1436.366667-1482.8]\'','\'(1482.8-1529.233333]\'','\'(1529.233333-1575.666667]\'','\'(1575.666667-1622.1]\'','\'(1622.1-1668.533333]\'','\'(1668.533333-1714.966667]\'','\'(1714.966667-1761.4]\'','\'(1761.4-1807.833333]\'','\'(1807.833333-1854.266667]\'','\'(1854.266667-inf)\''}
@attribute NMHC(GT) {'\'(-inf-46.4]\'','\'(46.4-85.8]\'','\'(85.8-125.2]\'','\'(125.2-164.6]\'','\'(164.6-204]\'','\'(204-243.4]\'','\'(243.4-282.8]\'','\'(282.8-322.2]\'','\'(322.2-361.6]\'','\'(361.6-401]\'','\'(401-440.4]\'','\'(440.4-479.8]\'','\'(479.8-inf)\''}
@attribute C6H6(GT) {'\'(-inf-2.22]\'','\'(2.22-4.34]\'','\'(4.34-6.46]\'','\'(6.46-8.58]\'','\'(8.58-inf)\''}
@attribute PT08S2(NMHC) {'\'(-inf-444.033333]\'','\'(444.033333-505.066667]\'','\'(505.066667-566.1]\'','\'(566.1-627.133333]\'','\'(627.133333-688.166667]\'','\'(688.166667-749.2]\'','\'(749.2-810.233333]\'','\'(810.233333-inf)\''}
@attribute NOx(GT) {'\'(-inf-51.233333]\'','\'(51.233333-100.466667]\'','\'(100.466667-149.7]\'','\'(149.7-198.933333]\'','\'(198.933333-248.166667]\'','\'(248.166667-297.4]\'','\'(297.4-346.633333]\'','\'(346.633333-395.866667]\'','\'(395.866667-445.1]\'','\'(445.1-494.333333]\'','\'(494.333333-543.566667]\'','\'(543.566667-592.8]\'','\'(592.8-642.033333]\'','\'(642.033333-691.266667]\'','\'(691.266667-740.5]\'','\'(740.5-inf)\''}
@attribute PT08S3(NOx) {'\'(-inf-400.7]\'','\'(400.7-479.4]\'','\'(479.4-558.1]\'','\'(558.1-636.8]\'','\'(636.8-715.5]\'','\'(715.5-794.2]\'','\'(794.2-872.9]\'','\'(872.9-951.6]\'','\'(951.6-1030.3]\'','\'(1030.3-1109]\'','\'(1109-1187.7]\'','\'(1187.7-inf)\''}
@attribute NO2(GT) {'\'(-inf-13.266667]\'','\'(13.266667-24.533333]\'','\'(24.533333-35.8]\'','\'(35.8-47.066667]\'','\'(47.066667-58.333333]\'','\'(58.333333-69.6]\'','\'(69.6-80.866667]\'','\'(80.866667-92.133333]\'','\'(92.133333-103.4]\'','\'(103.4-114.666667]\'','\'(114.666667-125.933333]\'','\'(125.933333-137.2]\'','\'(137.2-148.466667]\'','\'(148.466667-159.733333]\'','\'(159.733333-171]\'','\'(171-182.266667]\'','\'(182.266667-193.533333]\'','\'(193.533333-204.8]\'','\'(204.8-216.066667]\'','\'(216.066667-227.333333]\'','\'(227.333333-238.6]\'','\'(238.6-249.866667]\'','\'(249.866667-261.133333]\'','\'(261.133333-272.4]\'','\'(272.4-283.666667]\'','\'(283.666667-294.933333]\'','\'(294.933333-306.2]\'','\'(306.2-317.466667]\'','\'(317.466667-inf)\''}
@attribute PT08S4(NO2) {'\'(-inf-625.133333]\'','\'(625.133333-699.266667]\'','\'(699.266667-773.4]\'','\'(773.4-847.533333]\'','\'(847.533333-921.666667]\'','\'(921.666667-995.8]\'','\'(995.8-1069.933333]\'','\'(1069.933333-1144.066667]\'','\'(1144.066667-1218.2]\'','\'(1218.2-1292.333333]\'','\'(1292.333333-1366.466667]\'','\'(1366.466667-1440.6]\'','\'(1440.6-1514.733333]\'','\'(1514.733333-1588.866667]\'','\'(1588.866667-1663]\'','\'(1663-1737.133333]\'','\'(1737.133333-1811.266667]\'','\'(1811.266667-1885.4]\'','\'(1885.4-1959.533333]\'','\'(1959.533333-2033.666667]\'','\'(2033.666667-2107.8]\'','\'(2107.8-2181.933333]\'','\'(2181.933333-2256.066667]\'','\'(2256.066667-2330.2]\'','\'(2330.2-2404.333333]\'','\'(2404.333333-2478.466667]\'','\'(2478.466667-inf)\''}
@attribute PT08S5(O3) {'\'(-inf-297.733333]\'','\'(297.733333-374.466667]\'','\'(374.466667-451.2]\'','\'(451.2-527.933333]\'','\'(527.933333-604.666667]\'','\'(604.666667-681.4]\'','\'(681.4-758.133333]\'','\'(758.133333-834.866667]\'','\'(834.866667-911.6]\'','\'(911.6-988.333333]\'','\'(988.333333-1065.066667]\'','\'(1065.066667-1141.8]\'','\'(1141.8-1218.533333]\'','\'(1218.533333-1295.266667]\'','\'(1295.266667-1372]\'','\'(1372-1448.733333]\'','\'(1448.733333-1525.466667]\'','\'(1525.466667-1602.2]\'','\'(1602.2-1678.933333]\'','\'(1678.933333-1755.666667]\'','\'(1755.666667-1832.4]\'','\'(1832.4-1909.133333]\'','\'(1909.133333-1985.866667]\'','\'(1985.866667-2062.6]\'','\'(2062.6-2139.333333]\'','\'(2139.333333-2216.066667]\'','\'(2216.066667-2292.8]\'','\'(2292.8-2369.533333]\'','\'(2369.533333-inf)\''}
@attribute T {'\'(-inf--0.35]\'','\'(-0.35-1.2]\'','\'(1.2-2.75]\'','\'(2.75-4.3]\'','\'(4.3-5.85]\'','\'(5.85-7.4]\'','\'(7.4-8.95]\'','\'(8.95-10.5]\'','\'(10.5-12.05]\'','\'(12.05-13.6]\'','\'(13.6-15.15]\'','\'(15.15-16.7]\'','\'(16.7-18.25]\'','\'(18.25-19.8]\'','\'(19.8-21.35]\'','\'(21.35-22.9]\'','\'(22.9-24.45]\'','\'(24.45-26]\'','\'(26-27.55]\'','\'(27.55-29.1]\'','\'(29.1-30.65]\'','\'(30.65-32.2]\'','\'(32.2-33.75]\'','\'(33.75-35.3]\'','\'(35.3-36.85]\'','\'(36.85-38.4]\'','\'(38.4-39.95]\'','\'(39.95-inf)\''}
@attribute RH {'\'(-inf-11.85]\'','\'(11.85-14.5]\'','\'(14.5-17.15]\'','\'(17.15-19.8]\'','\'(19.8-22.45]\'','\'(22.45-25.1]\'','\'(25.1-27.75]\'','\'(27.75-30.4]\'','\'(30.4-33.05]\'','\'(33.05-35.7]\'','\'(35.7-38.35]\'','\'(38.35-41]\'','\'(41-43.65]\'','\'(43.65-46.3]\'','\'(46.3-48.95]\'','\'(48.95-51.6]\'','\'(51.6-54.25]\'','\'(54.25-56.9]\'','\'(56.9-59.55]\'','\'(59.55-62.2]\'','\'(62.2-64.85]\'','\'(64.85-67.5]\'','\'(67.5-70.15]\'','\'(70.15-72.8]\'','\'(72.8-75.45]\'','\'(75.45-78.1]\'','\'(78.1-inf)\''}
@attribute AH numeric

@data
'\'(10.166667-11.083333]\'',23,'\'(2.066667-2.46]\'','\'(1157.766667-1204.2]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(297.4-346.633333]\'','\'(558.1-636.8]\'','\'(69.6-80.866667]\'','\'(1588.866667-1663]\'','\'(1141.8-1218.533333]\'','\'(18.25-19.8]\'','\'(70.15-72.8]\'',1.52
'\'(10.166667-11.083333]\'',0,'\'(1.28-1.673333]\'','\'(1018.466667-1064.9]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(149.7-198.933333]\'','\'(636.8-715.5]\'','\'(58.333333-69.6]\'','\'(1440.6-1514.733333]\'','\'(988.333333-1065.066667]\'','\'(18.25-19.8]\'','\'(67.5-70.15]\'',1.47
'\'(10.166667-11.083333]\'',1,'\'(1.673333-2.066667]\'','\'(1064.9-1111.333333]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(198.933333-248.166667]\'','\'(636.8-715.5]\'','\'(58.333333-69.6]\'','\'(1440.6-1514.733333]\'','\'(988.333333-1065.066667]\'','\'(18.25-19.8]\'','\'(67.5-70.15]\'',1.44
'\'(10.166667-11.083333]\'',2,'\'(1.28-1.673333]\'','\'(972.033333-1018.466667]\'',?,'\'(6.46-8.58]\'','\'(810.233333-inf)\'','\'(198.933333-248.166667]\'','\'(715.5-794.2]\'','\'(58.333333-69.6]\'','\'(1366.466667-1440.6]\'','\'(911.6-988.333333]\'','\'(16.7-18.25]\'','\'(72.8-75.45]\'',1.39
'\'(10.166667-11.083333]\'',3,'\'(0.493333-0.886667]\'','\'(832.733333-879.166667]\'',?,'\'(2.22-4.34]\'','\'(627.133333-688.166667]\'',?,'\'(872.9-951.6]\'',?,'\'(1218.2-1292.333333]\'','\'(758.133333-834.866667]\'','\'(16.7-18.25]\'','\'(64.85-67.5]\'',1.36
'\'(10.166667-11.083333]\'',4,'\'(0.493333-0.886667]\'','\'(832.733333-879.166667]\'',?,'\'(2.22-4.34]\'','\'(627.133333-688.166667]\'','\'(51.233333-100.466667]\'','\'(951.6-1030.3]\'','\'(35.8-47.066667]\'','\'(1144.066667-1218.2]\'','\'(681.4-758.133333]\'','\'(15.15-16.7]\'','\'(70.15-72.8]\'',1.32
'\'(10.166667-11.083333]\'',5,'\'(-inf-0.493333]\'','\'(786.3-832.733333]\'',?,'\'(-inf-2.22]\'','\'(566.1-627.133333]\'','\'(51.233333-100.466667]\'','\'(1030.3-1109]\'','\'(35.8-47.066667]\'','\'(1144.066667-1218.2]\'','\'(681.4-758.133333]\'','\'(16.7-18.25]\'','\'(67.5-70.15]\'',1.3
'\'(10.166667-11.083333]\'',6,'\'(0.493333-0.886667]\'','\'(832.733333-879.166667]\'',?,'\'(2.22-4.34]\'','\'(627.133333-688.166667]\'','\'(51.233333-100.466667]\'','\'(951.6-1030.3]\'','\'(35.8-47.066667]\'','\'(1144.066667-1218.2]\'','\'(681.4-758.133333]\'','\'(15.15-16.7]\'','\'(67.5-70.15]\'',1.26
'\'(10.166667-11.083333]\'',7,'\'(0.493333-0.886667]\'','\'(925.6-972.033333]\'',?,'\'(4.34-6.46]\'','\'(749.2-810.233333]\'','\'(149.7-198.933333]\'','\'(794.2-872.9]\'','\'(47.066667-58.333333]\'','\'(1218.2-1292.333333]\'','\'(834.866667-911.6]\'','\'(15.15-16.7]\'','\'(67.5-70.15]\'',1.26
'\'(10.166667-11.083333]\'',8,'\'(1.673333-2.066667]\'','\'(1204.2-1250.633333]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(297.4-346.633333]\'','\'(558.1-636.8]\'','\'(69.6-80.866667]\'','\'(1514.733333-1588.866667]\'','\'(1065.066667-1141.8]\'','\'(15.15-16.7]\'','\'(67.5-70.15]\'',1.28
'\'(10.166667-11.083333]\'',9,'\'(4.82-inf)\'','\'(1575.666667-1622.1]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(691.266667-740.5]\'','\'(-inf-400.7]\'','\'(114.666667-125.933333]\'','\'(2181.933333-2256.066667]\'','\'(1678.933333-1755.666667]\'','\'(15.15-16.7]\'','\'(67.5-70.15]\'',1.29
'\'(10.166667-11.083333]\'',10,'\'(4.426667-4.82]\'','\'(1436.366667-1482.8]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(642.033333-691.266667]\'','\'(400.7-479.4]\'','\'(125.933333-137.2]\'','\'(1811.266667-1885.4]\'','\'(1602.2-1678.933333]\'','\'(18.25-19.8]\'','\'(56.9-59.55]\'',1.31
'\'(10.166667-11.083333]\'',11,'\'(4.426667-4.82]\'','\'(1436.366667-1482.8]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(691.266667-740.5]\'','\'(400.7-479.4]\'','\'(148.466667-159.733333]\'','\'(1885.4-1959.533333]\'','\'(1602.2-1678.933333]\'','\'(19.8-21.35]\'','\'(54.25-56.9]\'',1.34
'\'(10.166667-11.083333]\'',12,'\'(3.246667-3.64]\'','\'(1343.5-1389.933333]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(395.866667-445.1]\'','\'(479.4-558.1]\'','\'(103.4-114.666667]\'','\'(1737.133333-1811.266667]\'','\'(1448.733333-1525.466667]\'','\'(19.8-21.35]\'','\'(54.25-56.9]\'',1.37
'\'(10.166667-11.083333]\'',13,'\'(3.246667-3.64]\'','\'(1343.5-1389.933333]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(445.1-494.333333]\'','\'(479.4-558.1]\'','\'(103.4-114.666667]\'','\'(1811.266667-1885.4]\'','\'(1448.733333-1525.466667]\'','\'(21.35-22.9]\'','\'(51.6-54.25]\'',1.36
'\'(10.166667-11.083333]\'',14,'\'(4.033333-4.426667]\'','\'(1436.366667-1482.8]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(494.333333-543.566667]\'','\'(400.7-479.4]\'','\'(114.666667-125.933333]\'','\'(1885.4-1959.533333]\'','\'(1602.2-1678.933333]\'','\'(22.9-24.45]\'','\'(48.95-51.6]\'',1.36
'\'(10.166667-11.083333]\'',15,'\'(4.033333-4.426667]\'','\'(1482.8-1529.233333]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(494.333333-543.566667]\'','\'(400.7-479.4]\'','\'(137.2-148.466667]\'','\'(1885.4-1959.533333]\'','\'(1602.2-1678.933333]\'','\'(22.9-24.45]\'','\'(43.65-46.3]\'',1.31
'\'(10.166667-11.083333]\'',16,'\'(4.82-inf)\'','\'(1529.233333-1575.666667]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(592.8-642.033333]\'','\'(400.7-479.4]\'','\'(137.2-148.466667]\'','\'(1959.533333-2033.666667]\'','\'(1678.933333-1755.666667]\'','\'(24.45-26]\'','\'(41-43.65]\'',1.34
'\'(10.166667-11.083333]\'',17,'\'(4.82-inf)\'','\'(1854.266667-inf)\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(740.5-inf)\'','\'(-inf-400.7]\'','\'(171-182.266667]\'','\'(2478.466667-inf)\'','\'(2139.333333-2216.066667]\'','\'(22.9-24.45]\'','\'(51.6-54.25]\'',1.51
'\'(10.166667-11.083333]\'',18,'\'(4.82-inf)\'','\'(1761.4-1807.833333]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(740.5-inf)\'','\'(-inf-400.7]\'','\'(148.466667-159.733333]\'','\'(2404.333333-2478.466667]\'','\'(2139.333333-2216.066667]\'','\'(21.35-22.9]\'','\'(59.55-62.2]\'',1.53
'\'(10.166667-11.083333]\'',19,'\'(3.246667-3.64]\'','\'(1343.5-1389.933333]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(346.633333-395.866667]\'','\'(479.4-558.1]\'','\'(103.4-114.666667]\'','\'(1811.266667-1885.4]\'','\'(1525.466667-1602.2]\'','\'(19.8-21.35]\'','\'(59.55-62.2]\'',1.44
'\'(10.166667-11.083333]\'',20,'\'(2.853333-3.246667]\'','\'(1297.066667-1343.5]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(346.633333-395.866667]\'','\'(558.1-636.8]\'','\'(92.133333-103.4]\'','\'(1588.866667-1663]\'','\'(1372-1448.733333]\'','\'(19.8-21.35]\'','\'(62.2-64.85]\'',1.46
'\'(10.166667-11.083333]\'',21,'\'(2.46-2.853333]\'','\'(1250.633333-1297.066667]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(346.633333-395.866667]\'','\'(558.1-636.8]\'','\'(92.133333-103.4]\'','\'(1588.866667-1663]\'','\'(1295.266667-1372]\'','\'(18.25-19.8]\'','\'(62.2-64.85]\'',1.41
'\'(10.166667-11.083333]\'',22,'\'(1.673333-2.066667]\'','\'(1111.333333-1157.766667]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(248.166667-297.4]\'','\'(636.8-715.5]\'','\'(69.6-80.866667]\'','\'(1440.6-1514.733333]\'','\'(1065.066667-1141.8]\'','\'(16.7-18.25]\'','\'(64.85-67.5]\'',1.39
'\'(10.166667-11.083333]\'',23,'\'(1.28-1.673333]\'','\'(1018.466667-1064.9]\'',?,'\'(6.46-8.58]\'','\'(810.233333-inf)\'','\'(149.7-198.933333]\'','\'(715.5-794.2]\'','\'(58.333333-69.6]\'','\'(1292.333333-1366.466667]\'','\'(911.6-988.333333]\'','\'(16.7-18.25]\'','\'(64.85-67.5]\'',1.35
'\'(10.166667-11.083333]\'',0,'\'(0.886667-1.28]\'','\'(1018.466667-1064.9]\'',?,'\'(6.46-8.58]\'','\'(810.233333-inf)\'','\'(149.7-198.933333]\'','\'(715.5-794.2]\'','\'(58.333333-69.6]\'','\'(1292.333333-1366.466667]\'','\'(911.6-988.333333]\'','\'(16.7-18.25]\'','\'(64.85-67.5]\'',1.32
'\'(10.166667-11.083333]\'',1,'\'(1.673333-2.066667]\'','\'(1064.9-1111.333333]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(198.933333-248.166667]\'','\'(636.8-715.5]\'','\'(69.6-80.866667]\'','\'(1366.466667-1440.6]\'','\'(988.333333-1065.066667]\'','\'(15.15-16.7]\'','\'(70.15-72.8]\'',1.29
'\'(10.166667-11.083333]\'',2,'\'(1.673333-2.066667]\'','\'(1064.9-1111.333333]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(248.166667-297.4]\'','\'(636.8-715.5]\'','\'(69.6-80.866667]\'','\'(1366.466667-1440.6]\'','\'(911.6-988.333333]\'','\'(15.15-16.7]\'','\'(72.8-75.45]\'',1.28
'\'(10.166667-11.083333]\'',3,'\'(1.28-1.673333]\'','\'(972.033333-1018.466667]\'',?,'\'(6.46-8.58]\'','\'(810.233333-inf)\'',?,'\'(715.5-794.2]\'',?,'\'(1292.333333-1366.466667]\'','\'(834.866667-911.6]\'','\'(15.15-16.7]\'','\'(70.15-72.8]\'',1.26
'\'(10.166667-11.083333]\'',4,'\'(0.886667-1.28]\'','\'(879.166667-925.6]\'',?,'\'(2.22-4.34]\'','\'(688.166667-749.2]\'','\'(100.466667-149.7]\'','\'(872.9-951.6]\'','\'(47.066667-58.333333]\'','\'(1218.2-1292.333333]\'','\'(758.133333-834.866667]\'','\'(15.15-16.7]\'','\'(70.15-72.8]\'',1.25
'\'(10.166667-11.083333]\'',5,'\'(0.493333-0.886667]\'','\'(832.733333-879.166667]\'',?,'\'(2.22-4.34]\'','\'(627.133333-688.166667]\'','\'(51.233333-100.466667]\'','\'(951.6-1030.3]\'','\'(35.8-47.066667]\'','\'(1144.066667-1218.2]\'','\'(681.4-758.133333]\'','\'(16.7-18.25]\'','\'(62.2-64.85]\'',1.24
'\'(10.166667-11.083333]\'',6,'\'(0.493333-0.886667]\'','\'(879.166667-925.6]\'',?,'\'(2.22-4.34]\'','\'(688.166667-749.2]\'','\'(100.466667-149.7]\'','\'(872.9-951.6]\'','\'(35.8-47.066667]\'','\'(1144.066667-1218.2]\'','\'(681.4-758.133333]\'','\'(13.6-15.15]\'','\'(70.15-72.8]\'',1.22
'\'(10.166667-11.083333]\'',7,'\'(0.886667-1.28]\'','\'(972.033333-1018.466667]\'',?,'\'(4.34-6.46]\'','\'(810.233333-inf)\'','\'(198.933333-248.166667]\'','\'(794.2-872.9]\'','\'(47.066667-58.333333]\'','\'(1292.333333-1366.466667]\'','\'(834.866667-911.6]\'','\'(13.6-15.15]\'','\'(75.45-78.1]\'',1.22
'\'(10.166667-11.083333]\'',8,'\'(2.46-2.853333]\'','\'(1204.2-1250.633333]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(445.1-494.333333]\'','\'(558.1-636.8]\'','\'(80.866667-92.133333]\'','\'(1514.733333-1588.866667]\'','\'(1141.8-1218.533333]\'','\'(13.6-15.15]\'','\'(72.8-75.45]\'',1.23
'\'(10.166667-11.083333]\'',9,'\'(2.853333-3.246667]\'','\'(1204.2-1250.633333]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(445.1-494.333333]\'','\'(479.4-558.1]\'','\'(92.133333-103.4]\'','\'(1514.733333-1588.866667]\'','\'(1141.8-1218.533333]\'','\'(15.15-16.7]\'','\'(67.5-70.15]\'',1.25
'\'(10.166667-11.083333]\'',10,'\'(1.673333-2.066667]\'','\'(1111.333333-1157.766667]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(248.166667-297.4]\'','\'(636.8-715.5]\'','\'(69.6-80.866667]\'','\'(1366.466667-1440.6]\'','\'(988.333333-1065.066667]\'','\'(18.25-19.8]\'','\'(59.55-62.2]\'',1.29
'\'(10.166667-11.083333]\'',11,'\'(2.066667-2.46]\'','\'(1250.633333-1297.066667]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(297.4-346.633333]\'','\'(558.1-636.8]\'','\'(80.866667-92.133333]\'','\'(1514.733333-1588.866667]\'','\'(1218.533333-1295.266667]\'','\'(19.8-21.35]\'','\'(54.25-56.9]\'',1.31
'\'(10.166667-11.083333]\'',12,'\'(3.246667-3.64]\'','\'(1389.933333-1436.366667]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(445.1-494.333333]\'','\'(479.4-558.1]\'','\'(103.4-114.666667]\'','\'(1663-1737.133333]\'','\'(1372-1448.733333]\'','\'(19.8-21.35]\'','\'(56.9-59.55]\'',1.35
'\'(10.166667-11.083333]\'',13,'\'(3.246667-3.64]\'','\'(1436.366667-1482.8]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(494.333333-543.566667]\'','\'(479.4-558.1]\'','\'(114.666667-125.933333]\'','\'(1737.133333-1811.266667]\'','\'(1525.466667-1602.2]\'','\'(19.8-21.35]\'','\'(56.9-59.55]\'',1.43
'\'(10.166667-11.083333]\'',14,'\'(3.64-4.033333]\'','\'(1436.366667-1482.8]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(494.333333-543.566667]\'','\'(400.7-479.4]\'','\'(125.933333-137.2]\'','\'(1737.133333-1811.266667]\'','\'(1525.466667-1602.2]\'','\'(21.35-22.9]\'','\'(54.25-56.9]\'',1.4
'\'(10.166667-11.083333]\'',15,'\'(3.246667-3.64]\'','\'(1389.933333-1436.366667]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(445.1-494.333333]\'','\'(479.4-558.1]\'','\'(137.2-148.466667]\'','\'(1663-1737.133333]\'','\'(1525.466667-1602.2]\'','\'(21.35-22.9]\'','\'(51.6-54.25]\'',1.41
'\'(10.166667-11.083333]\'',16,'\'(3.64-4.033333]\'','\'(1436.366667-1482.8]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(494.333333-543.566667]\'','\'(479.4-558.1]\'','\'(125.933333-137.2]\'','\'(1737.133333-1811.266667]\'','\'(1448.733333-1525.466667]\'','\'(21.35-22.9]\'','\'(56.9-59.55]\'',1.44
'\'(10.166667-11.083333]\'',17,'\'(3.246667-3.64]\'','\'(1389.933333-1436.366667]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(445.1-494.333333]\'','\'(479.4-558.1]\'','\'(103.4-114.666667]\'','\'(1737.133333-1811.266667]\'','\'(1372-1448.733333]\'','\'(19.8-21.35]\'','\'(56.9-59.55]\'',1.43
'\'(10.166667-11.083333]\'',18,'\'(3.246667-3.64]\'','\'(1343.5-1389.933333]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(395.866667-445.1]\'','\'(479.4-558.1]\'','\'(92.133333-103.4]\'','\'(1663-1737.133333]\'','\'(1295.266667-1372]\'','\'(19.8-21.35]\'','\'(59.55-62.2]\'',1.39
'\'(10.166667-11.083333]\'',19,'\'(2.46-2.853333]\'','\'(1250.633333-1297.066667]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(346.633333-395.866667]\'','\'(558.1-636.8]\'','\'(80.866667-92.133333]\'','\'(1514.733333-1588.866667]\'','\'(1218.533333-1295.266667]\'','\'(19.8-21.35]\'','\'(56.9-59.55]\'',1.35
'\'(10.166667-11.083333]\'',20,'\'(2.46-2.853333]\'','\'(1204.2-1250.633333]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(297.4-346.633333]\'','\'(558.1-636.8]\'','\'(80.866667-92.133333]\'','\'(1440.6-1514.733333]\'','\'(1065.066667-1141.8]\'','\'(18.25-19.8]\'','\'(56.9-59.55]\'',1.32
'\'(10.166667-11.083333]\'',21,'\'(2.853333-3.246667]\'','\'(1250.633333-1297.066667]\'',?,'\'(8.58-inf)\'','\'(810.233333-inf)\'','\'(346.633333-395.866667]\'','\'(558.1-636.8]\'','\'(80.866667-92.133333]\'','\'(1514.733333-1588.866667]\'','\'(1141.8-1218.533333]\'','\'(18.25-19.8]\'','\'(56.9-59.55]\'',1.29
'\'(10.166667-11.083333]\'',22,'\'(1.673333-2.066667]\'','\'(1064.9-1111.333333]\'',?,'\'(6.46-8.58]\'','\'(810.233333-inf)\'','\'(248.166667-297.4]\'','\'(715.5-794.2]\'','\'(80.866667-92.133333]\'','\'(1292.333333-1366.466667]\'','\'(988.333333-1065.066667]\'','\'(18.25-19.8]\'','\'(56.9-59.55]\'',1.3
'\'(10.166667-11.083333]\'',23,'\'(1.28-1.673333]\'','\'(1018.466667-1064.9]\'',?,'\'(6.46-8.58]\'','\'(810.233333-inf)\'','\'(149.7-198.933333]\'','\'(715.5-794.2]\'','\'(69.6-80.866667]\'','\'(1292.333333-1366.466667]\'','\'(911.6-988.333333]\'','\'(18.25-19.8]\'','\'(56.9-59.55]\'',1.27
'\'(10.166667-11.083333]\'',0,'\'(1.673333-2.066667]\'','\'(1064.9-1111.333333]\'',?,'\'(6.46-8.58]\'','\'(810.233333-inf)\'','\'(198.933333-248.166667]\'','\'(715.5-794.2]\'','\'(69.6-80.866667]\'','\'(1292.333333-1366.466667]\'','\'(911.6-988.333333]\'','\'(16.7-18.25]\'','\'(59.55-62.2]\'',1.23
'\'(10.166667-11.083333]\'',1,'\'(1.673333-2.066667]\'','\'(1064.9-1111.333333]\'',?,'\'(6.46-8.58]\'','\'(810.233333-inf)\'','\'(198.933333-248.166667]\'','\'(715.5-794.2]\'','\'(80.866667-92.133333]\'','\'(1292.333333-1366.466667]\'','\'(988.333333-1065.066667]\'','\'(16.7-18.25]\'','\'(59.55-62.2]\'',1.2
